"","Species","Genus","Subfamily","Family","Order"
"2065","Chaetodon plebeius","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2066","Chaetodon punctatofasciatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2067","Chaetodon quadrimaculatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2068","Chaetodon rafflesii","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2069","Chaetodon rainfordi","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2070","Chaetodon reticulatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2071","Chaetodon robustus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2072","Chaetodon sanctaehelenae","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2073","Chaetodon sedentarius","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2074","Chaetodon selene","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2075","Chaetodon semeion","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2076","Chaetodon semilarvatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2077","Chaetodon speculum","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2078","Chaetodon striatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2079","Chaetodon tinkeri","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2080","Chaetodon trichrous","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2081","Chaetodon tricinctus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2082","Chaetodon trifascialis","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2083","Chaetodon trifasciatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2084","Chaetodon ulietensis","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2085","Chaetodon unimaculatus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2086","Chaetodon vagabundus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2087","Chaetodon wiebeli","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2088","Chaetodon xanthocephalus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2089","Chaetodon xanthurus","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2090","Chaetodon zanzibarensis","Chaetodon",NA,"Chaetodontidae","Chaetodontiformes"
"2091","Chaetodontoplus caeruleopunctatus","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2092","Chaetodontoplus duboulayi","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2093","Chaetodontoplus melanosoma","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2094","Chaetodontoplus meredithi","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2095","Chaetodontoplus mesoleucus","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2096","Chaetodontoplus septentrionalis","Chaetodontoplus",NA,"Pomacanthidae","Incertae sedis in Eupercaria"
"2097","Chaetostoma anomalum","Chaetostoma","Hypostominae","Loricariidae","Siluriformes"
"2098","Chaetostoma lineopunctatum","Chaetostoma","Hypostominae","Loricariidae","Siluriformes"
"2099","Chaeturichthys stigmatias","Chaeturichthys","Gobionellinae","Gobiidae","Gobiiformes"
"2100","Chagunius baileyi","Chagunius","Smiliogastrinae","Cyprinidae","Cypriniformes"
"2101","Chagunius chagunio","Chagunius","Smiliogastrinae","Cyprinidae","Cypriniformes"
"2102","Chalceus epakros","Chalceus",NA,"Chalceidae","Characiformes"
"2103","Chalceus erythrurus","Chalceus",NA,"Chalceidae","Characiformes"
"2104","Chalceus macrolepidotus","Chalceus",NA,"Chalceidae","Characiformes"
"2105","Chalinochromis brichardi","Chalinochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2106","Chalinochromis popelini","Chalinochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2107","Champsocephalus esox","Champsocephalus",NA,"Channichthyidae","Perciformes"
"2108","Champsocephalus gunnari","Champsocephalus",NA,"Channichthyidae","Perciformes"
"2109","Champsochromis spilorhynchus","Champsochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2110","Champsodon snyderi","Champsodon",NA,"Champsodontidae","Incertae sedis in Eupercaria"
"2111","Chandramara chandramara","Chandramara",NA,"Bagridae","Siluriformes"
"2112","Channa argus argus","Channa",NA,"Channidae","Anabantiformes"
"2113","Channa asiatica","Channa",NA,"Channidae","Anabantiformes"
"2114","Channa aurantimaculata","Channa",NA,"Channidae","Anabantiformes"
"2115","Channa bankanensis","Channa",NA,"Channidae","Anabantiformes"
"2116","Channa barca","Channa",NA,"Channidae","Anabantiformes"
"2117","Channa bleheri","Channa",NA,"Channidae","Anabantiformes"
"2118","Channa burmanica","Channa",NA,"Channidae","Anabantiformes"
"2119","Channa diplogramma","Channa",NA,"Channidae","Anabantiformes"
"2120","Channa gachua","Channa",NA,"Channidae","Anabantiformes"
"2121","Channa lucius","Channa",NA,"Channidae","Anabantiformes"
"2122","Channa maculata","Channa",NA,"Channidae","Anabantiformes"
"2123","Channa marulioides","Channa",NA,"Channidae","Anabantiformes"
"2124","Channa marulius","Channa",NA,"Channidae","Anabantiformes"
"2125","Channa melasoma","Channa",NA,"Channidae","Anabantiformes"
"2126","Channa micropeltes","Channa",NA,"Channidae","Anabantiformes"
"2127","Channa orientalis","Channa",NA,"Channidae","Anabantiformes"
"2128","Channa panaw","Channa",NA,"Channidae","Anabantiformes"
"2129","Channa pleurophthalma","Channa",NA,"Channidae","Anabantiformes"
"2130","Channa punctata","Channa",NA,"Channidae","Anabantiformes"
"2131","Channa stewartii","Channa",NA,"Channidae","Anabantiformes"
"2132","Channa striata","Channa",NA,"Channidae","Anabantiformes"
"2133","Channallabes apus","Channallabes",NA,"Clariidae","Siluriformes"
"2134","Channichthys rhinoceratus","Channichthys",NA,"Channichthyidae","Perciformes"
"2135","Chanodichthys erythropterus","Chanodichthys",NA,"Cyprinidae","Cypriniformes"
"2136","Chanodichthys mongolicus","Chanodichthys",NA,"Cyprinidae","Cypriniformes"
"2137","Chanos chanos","Chanos",NA,"Chanidae","Gonorynchiformes"
"2138","Chapalichthys encaustus","Chapalichthys","Goodeinae","Goodeidae","Cyprinodontiformes"
"2139","Chapalichthys pardalis","Chapalichthys","Goodeinae","Goodeidae","Cyprinodontiformes"
"2140","Characidium fasciatum","Characidium","Characidiinae","Crenuchidae","Characiformes"
"2141","Characidium laterale","Characidium","Characidiinae","Crenuchidae","Characiformes"
"2142","Characidium pterostictum","Characidium","Characidiinae","Crenuchidae","Characiformes"
"2143","Characidium purpuratum","Characidium","Characidiinae","Crenuchidae","Characiformes"
"2144","Characidium vidali","Characidium","Characidiinae","Crenuchidae","Characiformes"
"2145","Characodon audax","Characodon","Goodeinae","Goodeidae","Cyprinodontiformes"
"2146","Characodon lateralis","Characodon","Goodeinae","Goodeidae","Cyprinodontiformes"
"2147","Charax leticiae","Charax","Characinae","Characidae","Characiformes"
"2148","Charax michaeli","Charax","Characinae","Characidae","Characiformes"
"2149","Charax tectifer","Charax","Characinae","Characidae","Characiformes"
"2150","Chascanopsetta lugubris","Chascanopsetta",NA,"Bothidae","Pleuronectiformes"
"2151","Chascanopsetta prognatha","Chascanopsetta",NA,"Bothidae","Pleuronectiformes"
"2152","Chascanopsetta prorigera","Chascanopsetta",NA,"Bothidae","Pleuronectiformes"
"2153","Chasmistes brevirostris","Chasmistes","Catostominae","Catostomidae","Cypriniformes"
"2154","Chasmocranus brachynemus","Chasmocranus",NA,"Heptapteridae","Siluriformes"
"2155","Chasmocranus brevior","Chasmocranus",NA,"Heptapteridae","Siluriformes"
"2156","Chasmodes bosquianus","Chasmodes","Salariinae","Blenniidae","Blenniiformes"
"2157","Chasmodes saburrae","Chasmodes","Salariinae","Blenniidae","Blenniiformes"
"2158","Chatrabus felinus","Chatrabus","Halophryninae","Batrachoididae","Batrachoidiformes"
"2159","Chatrabus melanurus","Chatrabus","Halophryninae","Batrachoididae","Batrachoidiformes"
"2160","Chaudhuria caudata","Chaudhuria",NA,"Chaudhuriidae","Synbranchiformes"
"2161","Chauliodus danae","Chauliodus","Chauliodontinae","Stomiidae","Stomiatiformes"
"2162","Chauliodus macouni","Chauliodus","Chauliodontinae","Stomiidae","Stomiatiformes"
"2163","Chauliodus sloani","Chauliodus","Chauliodontinae","Stomiidae","Stomiatiformes"
"2164","Chaunacops coloratus","Chaunacops",NA,"Chaunacidae","Lophiiformes"
"2165","Chaunax abei","Chaunax",NA,"Chaunacidae","Lophiiformes"
"2166","Chaunax pictus","Chaunax",NA,"Chaunacidae","Lophiiformes"
"2167","Chaunax stigmaeus","Chaunax",NA,"Chaunacidae","Lophiiformes"
"2168","Chaunax suttkusi","Chaunax",NA,"Chaunacidae","Lophiiformes"
"2169","Cheilinus chlorourus","Cheilinus","Cheilininae","Labridae","Labriformes"
"2170","Cheilinus fasciatus","Cheilinus","Cheilininae","Labridae","Labriformes"
"2171","Cheilinus oxycephalus","Cheilinus","Cheilininae","Labridae","Labriformes"
"2172","Cheilinus trilobatus","Cheilinus","Cheilininae","Labridae","Labriformes"
"2173","Cheilinus undulatus","Cheilinus","Cheilininae","Labridae","Labriformes"
"2174","Cheilio inermis","Cheilio","Corinae","Labridae","Labriformes"
"2175","Cheilochromis euchilus","Cheilochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2176","Cheilodactylus ephippium","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2177","Cheilodactylus fasciatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2178","Cheilodactylus fuscus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2179","Cheilodactylus gibbosus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2180","Cheilodactylus nigripes","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2181","Cheilodactylus pixi","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2182","Cheilodactylus plessisi","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2183","Cheilodactylus quadricornis","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2184","Cheilodactylus spectabilis","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2185","Cheilodactylus variegatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2186","Cheilodactylus vestitus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2187","Cheilodactylus vittatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2188","Cheilodactylus zebra","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2189","Cheilodactylus zonatus","Cheilodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2190","Cheilodipterus artus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes"
"2191","Cheilodipterus isostigmus","Cheilodipterus",NA,"Apogonidae","Kurtiformes"
"2192","Cheilodipterus macrodon","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes"
"2193","Cheilodipterus quinquelineatus","Cheilodipterus","Apogoninae","Apogonidae","Kurtiformes"
"2194","Cheilopogon abei","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2195","Cheilopogon agoo","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2196","Cheilopogon antoncichi","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2197","Cheilopogon atrisignis","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2198","Cheilopogon cyanopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2199","Cheilopogon doederleinii","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2200","Cheilopogon dorsomacula","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2201","Cheilopogon exsiliens","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2202","Cheilopogon furcatus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2203","Cheilopogon melanurus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2204","Cheilopogon pinnatibarbatus californicus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2205","Cheilopogon pinnatibarbatus japonicus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2206","Cheilopogon pinnatibarbatus pinnatibarbatus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2207","Cheilopogon pitcairnensis","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2208","Cheilopogon spilonotopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2209","Cheilopogon unicolor","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2210","Cheilopogon xenopterus","Cheilopogon",NA,"Exocoetidae","Beloniformes"
"2211","Cheiloprion labiatus","Cheiloprion","Pomacentrinae","Pomacentridae","Incertae sedis in Ovalentaria"
"2212","Cheilotrema saturnum","Cheilotrema",NA,"Sciaenidae","Incertae sedis in Eupercaria"
"2213","Cheimarrichthys fosteri","Cheimarrichthys",NA,"Cheimarrichthyidae","Uranoscopiformes"
"2214","Cheimerius matsubarai","Cheimerius",NA,"Sparidae","Spariformes"
"2215","Cheimerius nufar","Cheimerius",NA,"Sparidae","Spariformes"
"2216","Cheirocerus abuelo","Cheirocerus",NA,"Pimelodidae","Siluriformes"
"2217","Cheirocerus eques","Cheirocerus",NA,"Pimelodidae","Siluriformes"
"2218","Cheirodon australe","Cheirodon","Cheirodontinae","Characidae","Characiformes"
"2219","Cheirodon ibicuhiensis","Cheirodon","Cheirodontinae","Characidae","Characiformes"
"2220","Cheirodon interruptus","Cheirodon","Cheirodontinae","Characidae","Characiformes"
"2221","Cheirodon kiliani","Cheirodon","Cheirodontinae","Characidae","Characiformes"
"2222","Chela cachius","Chela","Danioninae","Cyprinidae","Cypriniformes"
"2223","Chelaethiops bibie","Chelaethiops","Chedrinae","Cyprinidae","Cypriniformes"
"2224","Chelaethiops congicus","Chelaethiops","Chedrinae","Cyprinidae","Cypriniformes"
"2225","Chelaethiops elongatus","Chelaethiops","Chedrinae","Cyprinidae","Cypriniformes"
"2226","Chelidonichthys capensis","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2227","Chelidonichthys cuculus","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2228","Chelidonichthys kumu","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2229","Chelidonichthys lucerna","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2230","Chelidonichthys obscurus","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2231","Chelidonichthys queketti","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2232","Chelidonichthys spinosus","Chelidonichthys","Triglinae","Triglidae","Perciformes"
"2233","Chelidoperca investigatoris","Chelidoperca",NA,"Serranidae","Perciformes"
"2234","Chelidoperca occipitalis","Chelidoperca",NA,"Serranidae","Perciformes"
"2235","Chelidoperca pleurospilus","Chelidoperca",NA,"Serranidae","Perciformes"
"2236","Chelmon marginalis","Chelmon",NA,"Chaetodontidae","Chaetodontiformes"
"2237","Chelmon muelleri","Chelmon",NA,"Chaetodontidae","Chaetodontiformes"
"2238","Chelmon rostratus","Chelmon",NA,"Chaetodontidae","Chaetodontiformes"
"2239","Chelmonops curiosus","Chelmonops",NA,"Chaetodontidae","Chaetodontiformes"
"2240","Chelmonops truncatus","Chelmonops",NA,"Chaetodontidae","Chaetodontiformes"
"2241","Chelon labrosus","Chelon",NA,"Mugilidae","Mugiliformes"
"2242","Chelon macrolepis","Chelon",NA,"Mugilidae","Mugiliformes"
"2243","Chelon melinopterus","Chelon",NA,"Mugilidae","Mugiliformes"
"2244","Chelon parsia","Chelon",NA,"Mugilidae","Mugiliformes"
"2245","Chelon planiceps","Chelon",NA,"Mugilidae","Mugiliformes"
"2246","Chelon subviridis","Chelon",NA,"Mugilidae","Mugiliformes"
"2247","Chelonodon patoca","Chelonodon",NA,"Tetraodontidae","Tetraodontiformes"
"2248","Chelonodon pleurospilus","Chelonodon",NA,"Tetraodontidae","Tetraodontiformes"
"2249","Chetia brevicauda","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2250","Chetia brevis","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2251","Chetia flaviventris","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2252","Chetia mola","Chetia","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2253","Chiasmodon niger","Chiasmodon",NA,"Chiasmodontidae","Scombriformes"
"2254","Chilara taylori","Chilara","Ophidiinae","Ophidiidae","Ophidiiformes"
"2255","Chilatherina alleni","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2256","Chilatherina axelrodi","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2257","Chilatherina bleheri","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2258","Chilatherina bulolo","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2259","Chilatherina campsi","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2260","Chilatherina crassispinosa","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2261","Chilatherina fasciata","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2262","Chilatherina lorentzii","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2263","Chilatherina pagwiensis","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2264","Chilatherina pricei","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2265","Chilatherina sentaniensis","Chilatherina",NA,"Melanotaeniidae","Atheriniformes"
"2266","Chilochromis duponti","Chilochromis","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2267","Chilodus punctatus","Chilodus",NA,"Chilodontidae","Characiformes"
"2268","Chiloglanis asymetricaudalis","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes"
"2269","Chiloglanis niloticus","Chiloglanis","Chiloglanidinae","Mochokidae","Siluriformes"
"2270","Chilomycterus antennatus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes"
"2271","Chilomycterus antillarum","Chilomycterus",NA,"Diodontidae","Tetraodontiformes"
"2272","Chilomycterus reticulatus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes"
"2273","Chilomycterus schoepfii","Chilomycterus",NA,"Diodontidae","Tetraodontiformes"
"2274","Chilomycterus spinosus spinosus","Chilomycterus",NA,"Diodontidae","Tetraodontiformes"
"2275","Chilorhinus platyrhynchus","Chilorhinus",NA,"Chlopsidae","Anguilliformes"
"2276","Chilorhinus suensonii","Chilorhinus",NA,"Chlopsidae","Anguilliformes"
"2277","Chilotilapia rhoadesii","Chilotilapia","Pseudocrenilabrinae","Cichlidae","Cichliformes"
"2278","Chionobathyscus dewitti","Chionobathyscus",NA,"Channichthyidae","Perciformes"
"2279","Chionodraco hamatus","Chionodraco",NA,"Channichthyidae","Perciformes"
"2280","Chionodraco myersi","Chionodraco",NA,"Channichthyidae","Perciformes"
"2281","Chionodraco rastrospinosus","Chionodraco",NA,"Channichthyidae","Perciformes"
"2282","Chirocentrus dorab","Chirocentrus",NA,"Chirocentridae","Clupeiformes"
"2283","Chirocentrus sp","Chirocentrus",NA,"Chirocentridae","Clupeiformes"
"2284","Chirodactylus brachydactylus","Chirodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2285","Chirodactylus grandis","Chirodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2286","Chirodactylus jessicalenorum","Chirodactylus",NA,"Cheilodactylidae","Centrarchiformes"
"2287","Chirolophis decoratus","Chirolophis","Chirolophinae","Stichaeidae","Perciformes"
"2288","Chirolophis japonicus","Chirolophis","Chirolophinae","Stichaeidae","Perciformes"
"2289","Chirolophis nugator","Chirolophis","Chirolophinae","Stichaeidae","Perciformes"
"2290","Chirolophis wui","Chirolophis","Chirolophinae","Stichaeidae","Perciformes"
